,Hour,TARGET,DHI,DNI,WS,RH,T,Target1,Target2
8006,19,2.439562132,24,26,0.7,75.71,18,3.65926275,3.096367321
8007,19,0.0,0,0,0.9,80.73,17,0.0,0.0
8008,20,0.0,0,0,1.1,84.21,16,0.0,0.0
8009,20,0.0,0,0,1.2,89.9,15,0.0,0.0
8010,21,0.0,0,0,1.3,88.99,15,0.0,0.0
8011,21,0.0,0,0,1.6,95.04,14,0.0,0.0
8012,22,0.0,0,0,2.0,93.56,14,0.0,0.0
8013,22,0.0,0,0,1.9,93.59,13,0.0,0.0
8014,23,0.0,0,0,1.9,92.83,13,0.0,0.0
8015,23,0.0,0,0,1.4,99.16,13,0.0,0.0
8016,0,0.0,0,0,0.9,98.38,13,0.0,0.0
8017,0,0.0,0,0,0.5,100.0,12,0.0,0.0
8018,1,0.0,0,0,0.2,100.0,12,0.0,0.0
8019,1,0.0,0,0,0.4,100.0,11,0.0,0.0
8020,2,0.0,0,0,0.6,100.0,11,0.0,0.0
8021,2,0.0,0,0,0.7,100.0,11,0.0,0.0
8022,3,0.0,0,0,0.9,100.0,11,0.0,0.0
8023,3,0.0,0,0,1.0,100.0,10,0.0,0.0
8024,4,0.0,0,0,1.2,100.0,10,0.0,0.0
8025,4,0.0,0,0,1.5,94.54,11,0.0,0.0
8026,5,3.378040907,23,189,1.9,92.8,13,3.5657098460000003,3.753296275
8027,5,10.22784477,45,407,2.3,86.88,14,10.60306198,11.16581095
8028,6,18.67244372,59,563,2.7,78.82,16,19.1413902,20.07925221
8029,6,27.86761221,71,663,2.2,69.33,17,28.33645245,29.649411
8030,7,37.34365599,79,740,1.7,60.5,19,37.7185545,39.40657865
8031,7,46.72545688,86,792,1.3,56.83,21,25.23925281,48.97567099
8032,8,55.73154859,92,834,0.9,43.91,23,30.96197144,58.16905829
8033,8,64.26884028,97,864,0.6,41.3,24,53.19829638,66.79986163
8034,9,71.96154543,102,888,0.3,36.8,25,63.04913966,74.6799232
8035,9,78.81055823,105,905,0.3,34.65,25,69.61675838,81.52871013
8036,10,84.53277664,109,918,0.4,32.28,26,73.7441652,87.34452786
8037,10,89.13000866,111,927,0.6,32.27,26,80.12406753,91.94160827
8038,11,92.78801004,103,948,0.9,30.57,27,92.69520901,95.31800723
8039,11,94.75823068,104,951,1.1,30.56,27,94.75927237,97.28816289
8040,12,78.99559716,498,358,1.3,30.8,28,95.32115086,97.84998878
8041,12,94.56955099,108,943,1.5,30.79,28,94.66441065,97.00564564
8042,13,92.31789502,112,931,1.7,29.4,28,92.50654995,94.84787983
8043,13,68.76932627,454,307,1.8,31.17,28,83.59364706,91.37669135
8044,14,65.3918423,377,369,1.9,31.83,28,79.46556573,86.87352791
8045,14,60.32627953,401,296,1.9,31.83,27,78.90351293,77.58575333
8046,15,40.154973,364,84,1.9,32.47,27,72.24221755,71.01863999
8047,15,2.626989729,28,0,1.7,34.45,26,64.54960007,66.42239087
8048,16,40.53069868,283,243,1.5,35.45,26,49.1627768,57.88504967
8049,16,5.254037215,56,0,1.3,37.63,25,40.25012041,48.87916113
8050,17,4.691104656,50,0,1.2,42.89,25,32.36897795,39.49736437
8051,17,15.19934617,140,64,1.2,45.57,24,0.469120779,16.13704522
8052,18,17.6389413,73,442,1.2,58.44,23,7.224539417999999,20.73468258
8053,18,10.03940539,52,330,1.5,66.13,21,8.444452499999999,12.00949195
8054,19,3.65926275,25,184,1.8,70.86,20,3.096367321,4.597484713
8055,19,0.0,0,0,2.1,75.48,19,0.0,0.0
8056,20,0.0,0,0,2.5,75.67,18,0.0,0.0
8057,20,0.0,0,0,2.6,80.67,17,0.0,0.0
8058,21,0.0,0,0,2.7,77.09,16,0.0,0.0
8059,21,0.0,0,0,2.7,82.2,15,0.0,0.0
8060,22,0.0,0,0,2.7,77.18,15,0.0,0.0
8061,22,0.0,0,0,2.6,82.35,15,0.0,0.0
8062,23,0.0,0,0,2.5,76.68,15,0.0,0.0
8063,23,0.0,0,0,2.4,81.85,14,0.0,0.0
8064,0,0.0,0,0,2.4,75.43,14,0.0,0.0
8065,0,0.0,0,0,2.4,75.43,13,0.0,0.0
8066,1,0.0,0,0,2.4,69.32,13,0.0,0.0
8067,1,0.0,0,0,2.3,74.06,13,0.0,0.0
8068,2,0.0,0,0,2.3,69.89,13,0.0,0.0
8069,2,0.0,0,0,2.2,74.71,12,0.0,0.0
8070,3,0.0,0,0,2.2,72.4,12,0.0,0.0
8071,3,0.0,0,0,2.2,72.42,11,0.0,0.0
8072,4,0.0,0,0,2.2,70.7,11,0.0,0.0
8073,4,0.0,0,0,2.5,66.17,12,0.0,0.0
8074,5,3.5657098460000003,22,245,2.8,64.54,13,3.753296275,3.471837215
8075,5,10.60306198,40,470,3.2,60.47,15,11.16581095,10.50911406
8076,6,19.1413902,54,604,3.6,54.86,17,20.07925221,19.1411798
8077,6,28.33645245,64,699,3.3,51.48,18,29.649411,28.33614098
8078,7,37.7185545,74,760,3.0,47.87,20,39.40657865,37.81196611
8079,7,25.23925281,227,80,2.9,44.98,21,48.97567099,47.100244
8080,8,30.96197144,275,90,2.9,40.55,23,58.16905829,54.69948288
8081,8,53.19829638,267,441,2.8,40.55,23,66.79986163,62.39237779
8082,9,63.04913966,303,492,2.8,39.06,24,74.6799232,72.14839649
8083,9,69.61675838,355,477,2.8,36.76,24,81.52871013,75.99506002
8084,10,73.7441652,412,433,2.8,35.32,25,87.34452786,85.37622764
8085,10,80.12406753,440,457,2.8,35.32,25,91.94160827,90.06623904
8086,11,92.69520901,109,941,2.9,36.11,26,95.31800723,93.81796763
8087,11,94.75927237,110,944,2.9,36.1,26,97.28816289,95.97578088
8088,12,95.32115086,112,941,3.0,34.76,27,97.84998878,96.5376274
8089,12,94.66441065,112,939,3.0,34.75,27,97.00564564,95.97472578
8090,13,92.50654995,114,930,3.1,35.52,27,94.84787983,93.81693625
8091,13,83.59364706,392,549,3.1,35.51,27,91.37669135,90.43952655
8092,14,79.46556573,351,571,3.1,36.07,27,86.87352791,85.46628934
8093,14,78.90351293,103,903,3.0,36.06,26,77.58575333,76.92988773
8094,15,72.24221755,98,886,2.9,36.28,26,71.01863999,72.80194253
8095,15,64.54960007,94,863,2.8,38.5,25,66.42239087,65.10966953
8096,16,49.1627768,211,511,2.7,38.86,25,57.88504967,56.38459854
8097,16,40.25012041,189,454,2.7,41.26,24,48.87916113,45.97130951
8098,17,32.36897795,154,433,2.7,42.77,24,39.49736437,35.46358162
8099,17,0.469120779,5,0,2.3,48.3,23,16.13704522,22.3294127
8100,18,7.224539417999999,77,0,1.9,59.32,22,20.73468258,16.04357792
8101,18,8.444452499999999,58,189,1.7,67.18,20,12.00949195,11.44654702
8102,19,3.096367321,26,92,1.6,77.22,18,4.597484713,4.316006057
8103,19,0.0,0,0,1.8,82.32,17,0.0,0.0
8104,20,0.0,0,0,2.0,77.73,16,0.0,0.0
8105,20,0.0,0,0,2.0,82.91,16,0.0,0.0
8106,21,0.0,0,0,2.1,80.54,16,0.0,0.0
8107,21,0.0,0,0,2.1,85.93,15,0.0,0.0
8108,22,0.0,0,0,2.1,83.54,15,0.0,0.0
8109,22,0.0,0,0,2.1,83.52,14,0.0,0.0
8110,23,0.0,0,0,2.2,80.83,14,0.0,0.0
8111,23,0.0,0,0,2.3,86.27,14,0.0,0.0
8112,0,0.0,0,0,2.4,82.96,14,0.0,0.0
8113,0,0.0,0,0,2.5,82.94,13,0.0,0.0
8114,1,0.0,0,0,2.6,78.62,13,0.0,0.0
8115,1,0.0,0,0,2.7,83.96,13,0.0,0.0
8116,2,0.0,0,0,2.8,78.88,13,0.0,0.0
8117,2,0.0,0,0,2.9,78.86,13,0.0,0.0
8118,3,0.0,0,0,3.0,73.7,13,0.0,0.0
8119,3,0.0,0,0,3.0,73.69,12,0.0,0.0
8120,4,0.0,0,0,3.1,69.11,12,0.0,0.0
8121,4,0.0,0,0,3.3,64.7,13,0.0,0.0
8122,5,3.753296275,21,292,3.5,61.63,15,3.471837215,2.721139799
8123,5,11.16581095,38,524,3.8,54.16,17,10.50911406,8.350900627
8124,6,20.07925221,49,665,4.2,48.44,19,19.1411798,15.1063533
8125,6,29.649411,58,757,4.0,42.74,20,28.33614098,22.51829247
8126,7,39.40657865,66,821,3.9,40.55,22,37.81196611,26.17693949
8127,7,48.97567099,72,868,3.7,38.15,24,47.100244,34.52653027
8128,8,58.16905829,77,902,3.5,27.42,26,54.69948288,41.93755358
8129,8,66.79986163,81,929,3.2,25.83,27,62.39237779,47.0971375
8130,9,74.6799232,85,948,2.9,21.57,28,72.14839649,57.22896025
8131,9,81.52871013,88,963,2.5,21.57,28,75.99506002,68.48711637
8132,10,87.34452786,91,973,2.3,20.35,29,85.37622764,71.67613929999997
8133,10,91.94160827,93,981,2.1,20.34,29,90.06623904,89.97044186
8134,11,95.31800723,92,988,2.0,19.53,30,93.81796763,79.27443962
8135,11,97.28816289,93,990,1.9,19.53,30,95.97578088,80.96312591
8136,12,97.84998878,94,987,1.8,19.0,31,96.5376274,83.21379279
8137,12,97.00564564,94,984,1.7,18.99,31,95.97472578,91.09424217
8138,13,94.84787983,95,977,1.7,19.38,31,93.81693625,86.02729323
8139,13,91.37669135,93,969,1.6,19.38,31,90.43952655,83.49431949
8140,14,86.87352791,88,964,1.5,19.91,31,85.46628934,47.84505948
8141,14,77.58575333,235,723,1.4,19.91,31,76.92988773,81.14986558
8142,15,71.01863999,145,807,1.4,20.66,31,72.80194253,74.48900956
8143,15,66.42239087,79,912,1.2,21.88,30,65.10966953,66.89074018
8144,16,57.88504967,75,884,1.2,23.43,30,56.38459854,58.63494055
8145,16,48.87916113,70,850,1.1,24.83,29,45.97130951,49.62915928
8146,17,39.49736437,65,805,1.0,27.05,29,35.46358162,40.34128259
8147,17,16.13704522,143,81,0.8,30.43,27,22.3294127,30.77296996
8148,18,20.73468258,49,659,0.6,51.83,25,16.04357792,21.39143723
8149,18,12.00949195,38,533,0.7,58.53,23,11.44654702,12.47861273
8150,19,4.597484713,23,330,0.9,62.5,21,4.316006057,4.78513715
8151,19,0.0,0,0,1.0,66.54,20,0.0,0.0
8152,20,0.0,0,0,1.2,65.62,19,0.0,0.0
8153,20,0.0,0,0,1.3,69.92,18,0.0,0.0
8154,21,0.0,0,0,1.5,65.55,18,0.0,0.0
8155,21,0.0,0,0,1.7,69.86,17,0.0,0.0
8156,22,0.0,0,0,1.9,64.38,17,0.0,0.0
8157,22,0.0,0,0,2.0,64.38,16,0.0,0.0
8158,23,0.0,0,0,2.3,59.34,16,0.0,0.0
8159,23,0.0,0,0,2.4,63.29,16,0.0,0.0
8160,0,0.0,0,0,2.6,59.41,16,0.0,0.0
8161,0,0.0,0,0,2.6,63.4,15,0.0,0.0
8162,1,0.0,0,0,2.7,60.95,15,0.0,0.0
8163,1,0.0,0,0,2.5,65.07,14,0.0,0.0
8164,2,0.0,0,0,2.4,64.83,14,0.0,0.0
8165,2,0.0,0,0,2.2,69.27,13,0.0,0.0
8166,3,0.0,0,0,2.0,69.12,13,0.0,0.0
8167,3,0.0,0,0,1.8,73.9,12,0.0,0.0
8168,4,0.0,0,0,1.6,73.18,12,0.0,0.0
8169,4,0.0,0,0,1.5,68.49,13,0.0,0.0
8170,5,3.471837215,22,239,1.4,67.5,14,2.721139799,3.190301834
8171,5,10.50911406,40,465,1.7,63.27,16,8.350900627,10.03995718
8172,6,19.1411798,53,609,2.0,51.21,18,15.1063533,18.2969171
8173,6,28.33614098,64,704,1.8,48.07,19,22.51829247,26.64723191
8174,7,37.81196611,72,770,1.6,41.29,21,26.17693949,35.65396308
8175,7,47.100244,79,816,1.5,38.81,22,34.52653027,46.81876844
8176,8,54.69948288,118,773,1.5,33.87,23,41.93755358,56.10684521
8177,8,62.39237779,158,747,1.1,31.87,24,47.0971375,64.6448434
8178,9,72.14839649,153,824,0.8,30.39,26,57.22896025,72.61909836
8179,9,75.99506002,244,699,0.6,30.38,26,68.48711637,75.99589543
8180,10,85.37622764,100,940,0.5,29.12,27,71.67613929999997,85.09570301
8181,10,90.06623904,101,949,0.6,27.44,28,89.97044186,81.34286054
8182,11,93.81796763,92,972,0.8,26.09,29,79.27443962,88.28464858
8183,11,95.97578088,93,975,0.9,26.08,29,80.96312591,90.62915303
8184,12,96.5376274,96,972,1.0,24.54,30,83.21379279,90.15906689
8185,12,95.97472578,96,970,1.0,24.53,30,91.09424217,96.06959885
8186,13,93.81693625,99,961,1.1,23.05,30,86.02729323,94.09942153
8187,13,90.43952655,97,953,1.0,23.05,30,83.49431949,90.72197469
8188,14,85.46628934,105,928,1.0,23.06,31,47.84505948,86.31253022
8189,14,76.92988773,250,696,1.0,24.44,30,81.14986558,80.58963419
8190,15,72.80194253,167,802,1.0,24.96,30,74.48900956,73.74092255
8191,15,65.10966953,98,864,1.1,26.45,29,66.89074018,65.9547563
8192,16,56.38459854,117,789,1.3,27.29,29,58.63494055,57.51104639
8193,16,45.97130951,116,705,1.4,28.95,28,49.62915928,48.5049557
8194,17,35.46358162,112,599,1.6,31.07,28,40.34128259,39.02956169
8195,17,22.3294127,133,294,1.5,35.0,26,30.77296996,29.55428422
8196,18,16.04357792,89,313,1.5,46.02,25,21.39143723,20.26601767
8197,18,11.44654702,44,459,1.6,51.99,23,12.47861273,11.72827733
8198,19,4.316006057,25,262,1.8,64.09,21,4.78513715,4.40988075
8199,19,0.0,0,0,2.1,68.24,20,0.0,0.0
8200,20,0.0,0,0,2.4,67.88,19,0.0,0.0
8201,20,0.0,0,0,2.6,72.32,18,0.0,0.0
8202,21,0.0,0,0,2.9,67.53,17,0.0,0.0
8203,21,0.0,0,0,3.0,71.97,16,0.0,0.0
8204,22,0.0,0,0,3.3,67.53,16,0.0,0.0
8205,22,0.0,0,0,3.4,72.02,16,0.0,0.0
8206,23,0.0,0,0,3.6,68.37,16,0.0,0.0
8207,23,0.0,0,0,3.6,72.95,15,0.0,0.0
8208,0,0.0,0,0,3.6,70.11,15,0.0,0.0
8209,0,0.0,0,0,3.4,70.1,14,0.0,0.0
8210,1,0.0,0,0,3.2,67.32,14,0.0,0.0
8211,1,0.0,0,0,3.0,71.87,14,0.0,0.0
8212,2,0.0,0,0,2.8,68.26,14,0.0,0.0
8213,2,0.0,0,0,2.7,72.9,13,0.0,0.0
8214,3,0.0,0,0,2.6,68.39,13,0.0,0.0
8215,3,0.0,0,0,2.5,68.39,13,0.0,0.0
8216,4,0.0,0,0,2.4,64.89,13,0.0,0.0
8217,4,0.0,0,0,2.5,60.75,14,0.0,0.0
8218,5,2.721139799,22,117,2.6,61.19,15,3.190301834,3.378003777
8219,5,8.350900627,53,230,2.9,53.78,17,10.03995718,10.50922957
8220,6,15.1063533,81,323,3.3,44.91,19,18.2969171,19.23522055
8221,6,22.51829247,117,362,2.7,42.19,21,26.64723191,28.52379754
8222,7,26.17693949,180,229,2.2,36.72,23,35.65396308,38.18685121
8223,7,34.52653027,222,282,1.4,32.52,25,46.81876844,47.56884703
8224,8,41.93755358,266,301,0.7,25.19,27,56.10684521,56.76236634
8225,8,47.0971375,319,271,0.8,23.74,28,64.6448434,65.29945898
8226,9,57.22896025,328,376,1.0,22.56,29,72.61909836,73.17962369
8227,9,68.48711637,361,456,1.4,22.55,29,75.99589543,80.02760615
8228,10,71.67613929999997,411,409,1.8,21.95,30,85.09570301,85.93725834
8229,10,89.97044186,229,808,2.1,21.94,30,81.34286054,90.53433876
8230,11,79.27443962,492,377,2.4,21.33,31,88.28464858,93.91075319
8231,11,80.96312591,445,439,2.7,21.32,31,90.62915303,95.88090885
8232,12,83.21379279,526,375,3.0,20.35,32,90.15906689,82.839444
8233,12,91.09424217,376,622,3.2,20.35,32,96.06959885,77.30430562
8234,13,86.02729323,439,509,3.4,19.29,33,94.09942153,41.55998896
8235,13,83.49431949,400,538,3.5,19.28,33,90.72197469,85.09009026
8236,14,47.84505948,435,85,3.7,19.22,33,86.31253022,55.91366461
8237,14,81.14986558,84,954,3.8,19.21,32,80.58963419,74.48982847
8238,15,74.48900956,79,942,3.9,19.01,32,73.74092255,67.17218789
8239,15,66.89074018,76,924,3.8,20.12,31,65.9547563,58.72940209
8240,16,58.63494055,71,902,3.7,20.81,31,57.51104639,50.56788455
8241,16,49.62915928,66,871,3.2,22.04,30,48.5049557,32.64901165
8242,17,40.34128259,61,830,2.8,26.1,30,39.02956169,9.569537898
8243,17,30.77296996,54,773,2.3,29.34,27,29.55428422,1.782600173
8244,18,21.39143723,47,689,1.8,46.97,25,20.26601767,10.8833628
8245,18,12.47861273,37,565,1.9,56.32,23,11.72827733,6.192394287999999
8246,19,4.78513715,23,356,2.0,57.48,21,4.40988075,2.345655466
8247,19,0.0,0,0,2.1,61.2,20,0.0,0.0
8248,20,0.0,0,0,2.3,55.48,19,0.0,0.0
8249,20,0.0,0,0,2.4,59.08,18,0.0,0.0
8250,21,0.0,0,0,2.5,53.92,18,0.0,0.0
8251,21,0.0,0,0,2.7,57.45,18,0.0,0.0
8252,22,0.0,0,0,2.9,51.81,18,0.0,0.0
8253,22,0.0,0,0,3.0,55.23,17,0.0,0.0
8254,23,0.0,0,0,3.1,50.68,17,0.0,0.0
8255,23,0.0,0,0,3.2,50.68,17,0.0,0.0
8256,0,0.0,0,0,3.3,48.25,17,0.0,0.0
8257,0,0.0,0,0,3.4,51.46,16,0.0,0.0
8258,1,0.0,0,0,3.5,49.69,16,0.0,0.0
8259,1,0.0,0,0,3.6,53.03,15,0.0,0.0
8260,2,0.0,0,0,3.7,52.52,15,0.0,0.0
8261,2,0.0,0,0,4.0,52.53,14,0.0,0.0
8262,3,0.0,0,0,4.3,51.93,14,0.0,0.0
8263,3,0.0,0,0,4.5,55.46,14,0.0,0.0
8264,4,0.0,0,0,4.8,54.9,14,0.0,0.0
8265,4,0.0,0,0,4.8,54.93,14,0.0,0.0
8266,5,3.190301834,22,185,4.9,52.9,15,3.378003777,2.814910324
8267,5,10.03995718,47,388,4.3,49.61,16,10.50922957,9.195373724
8268,6,18.2969171,51,588,3.7,48.0,17,19.23522055,16.889276300000002
8269,6,26.64723191,69,636,2.7,45.07,19,28.52379754,23.26966956
8270,7,35.65396308,107,637,1.7,42.83,21,38.18685121,32.65224192
8271,7,46.81876844,80,811,1.9,40.27,22,47.56884703,41.19016275
8272,8,56.10684521,103,824,2.2,36.54,23,56.76236634,40.72057888
8273,8,64.6448434,109,856,1.9,34.38,23,65.29945898,61.73697321
8274,9,72.61909836,112,886,1.7,32.74,24,73.17962369,60.23510807
8275,9,75.99589543,239,705,1.4,32.74,25,80.02760615,74.21409148
8276,10,85.09570301,205,814,1.2,30.77,26,85.93725834,68.39555402
8277,10,81.34286054,419,495,1.0,28.99,26,90.53433876,33.21229075
8278,11,88.28464858,366,615,0.9,27.12,27,93.91075319,57.32340839
8279,11,90.62915303,376,619,1.0,27.11,28,95.88090885,74.02319021
8280,12,90.15906689,417,565,1.1,25.38,29,82.839444,82.09072167
8281,12,96.06959885,109,957,1.1,25.37,29,77.30430562,32.27338086
8282,13,94.09942153,109,952,1.2,25.19,29,41.55998896,31.52249058
8283,13,90.72197469,107,945,1.2,25.19,29,85.09009026,63.60858205
8284,14,86.31253022,99,943,1.3,23.64,29,55.91366461,59.85586334
8285,14,80.58963419,97,929,1.4,25.06,29,74.48982847,66.89294629
8286,15,73.74092255,94,911,1.6,25.23,29,67.17218789,2.908388969
8287,15,65.9547563,90,888,1.9,26.76,28,58.72940209,42.68811382
8288,16,57.51104639,87,856,2.2,27.32,28,50.56788455,2.626989729
8289,16,48.5049557,81,818,2.5,28.98,27,32.64901165,2.533196514
8290,17,39.02956169,75,765,2.9,30.97,26,9.569537898,0.750584996
8291,17,29.55428422,67,700,2.8,34.92,24,1.782600173,6.943063857
8292,18,20.26601767,57,605,2.8,45.96,23,10.8833628,14.91836876
8293,18,11.72827733,44,475,2.5,51.96,21,6.192394287999999,4.40988075
8294,19,4.40988075,25,275,2.4,62.46,20,2.345655466,1.5950807830000002
8295,19,0.0,0,0,2.5,66.53,19,0.0,0.0
8296,20,0.0,0,0,2.6,69.05,18,0.0,0.0
8297,20,0.0,0,0,2.7,73.62,17,0.0,0.0
8298,21,0.0,0,0,2.8,72.34,17,0.0,0.0
8299,21,0.0,0,0,2.9,77.14,16,0.0,0.0
8300,22,0.0,0,0,3.0,75.49,16,0.0,0.0
8301,22,0.0,0,0,3.3,80.54,15,0.0,0.0
8302,23,0.0,0,0,3.6,78.05,15,0.0,0.0
8303,23,0.0,0,0,4.0,78.04,15,0.0,0.0
8304,0,0.0,0,0,4.4,75.59,15,0.0,0.0
8305,0,0.0,0,0,4.6,80.69,14,0.0,0.0
8306,1,0.0,0,0,4.8,79.29,14,0.0,0.0
8307,1,0.0,0,0,4.7,79.28,14,0.0,0.0
8308,2,0.0,0,0,4.7,79.31,14,0.0,0.0
8309,2,0.0,0,0,4.5,84.7,13,0.0,0.0
8310,3,0.0,0,0,4.4,84.66,13,0.0,0.0
8311,3,0.0,0,0,4.2,84.66,12,0.0,0.0
8312,4,0.0,0,0,4.0,82.2,12,0.0,0.0
8313,4,0.0,0,0,4.1,82.2,13,0.0,0.0
8314,5,3.378003777,21,249,4.2,75.13,14,2.814910324,3.190266767
8315,5,10.50922957,40,471,3.9,65.96,15,9.195373724,9.758248526000001
8316,6,19.23522055,53,618,3.7,58.64,17,16.889276300000002,15.29384175
8317,6,28.52379754,64,712,3.2,51.69,19,23.26966956,26.92812475
8318,7,38.18685121,71,784,2.8,45.87,22,32.65224192,22.98691819
8319,7,47.56884703,78,832,2.5,43.14,23,41.19016275,43.72157602
8320,8,56.76236634,82,873,2.2,34.53,25,40.72057888,50.38246401
8321,8,65.29945898,87,900,2.1,32.51,26,61.73697321,19.42095978
8322,9,73.17962369,88,926,2.0,27.38,27,60.23510807,67.83188196
8323,9,80.02760615,91,942,1.7,27.37,28,74.21409148,77.40152506
8324,10,85.93725834,92,957,1.5,25.24,29,68.39555402,83.21745211
8325,10,90.53433876,94,965,1.3,25.23,29,33.21229075,87.81458306
8326,11,93.91075319,94,971,1.1,23.68,30,57.32340839,91.5663364
8327,11,95.88090885,95,973,1.0,23.67,30,74.02319021,93.72414966
8328,12,82.839444,524,374,0.9,22.26,31,82.09072167,64.92131989
8329,12,77.30430562,480,360,0.8,22.25,31,32.27338086,43.90632617
8330,13,41.55998896,409,36,0.8,20.92,32,31.52249058,42.78052293
8331,13,85.09009026,360,601,0.7,20.91,32,63.60858205,87.81361770000002
8332,14,55.91366461,455,162,0.7,20.89,32,59.85586334,69.33147807
8333,14,74.48982847,306,595,0.9,22.12,31,66.89294629,77.49449317
8334,15,67.17218789,233,637,1.1,22.43,31,2.908388969,37.3399616
8335,15,58.72940209,223,582,1.5,23.77,30,42.68811382,33.39956364
8336,16,50.56788455,203,546,1.9,25.16,29,2.626989729,31.52318366
8337,16,32.64901165,241,200,1.7,26.67,28,2.533196514,42.31283370000001
8338,17,9.569537898,102,0,1.5,32.48,28,0.750584996,33.96322435
8339,17,1.782600173,19,0,1.3,36.57,26,6.943063857,4.409638377
8340,18,10.8833628,100,62,1.2,50.81,25,14.91836876,1.03205437
8341,18,6.192394287999999,61,33,1.3,57.38,23,4.40988075,0.562951124
8342,19,2.345655466,25,1,1.5,63.4,21,1.5950807830000002,0.187652437
8343,19,0.0,0,0,1.7,67.49,20,0.0,0.0
8344,20,0.0,0,0,2.0,62.06,19,0.0,0.0
8345,20,0.0,0,0,2.1,66.09,18,0.0,0.0
8346,21,0.0,0,0,2.2,66.97,18,0.0,0.0
8347,21,0.0,0,0,2.3,66.97,17,0.0,0.0
8348,22,0.0,0,0,2.5,63.82,17,0.0,0.0
8349,22,0.0,0,0,2.6,68.03,17,0.0,0.0
8350,23,0.0,0,0,2.7,65.04,17,0.0,0.0
8351,23,0.0,0,0,2.6,69.35,16,0.0,0.0
8352,0,0.0,0,0,2.6,67.02,16,0.0,0.0
8353,0,0.0,0,0,2.6,67.0,16,0.0,0.0
8354,1,0.0,0,0,2.6,65.62,16,0.0,0.0
8355,1,0.0,0,0,2.6,65.59,16,0.0,0.0
8356,2,0.0,0,0,2.6,65.78,16,0.0,0.0
8357,2,0.0,0,0,2.6,65.77,16,0.0,0.0
8358,3,0.0,0,0,2.6,66.45,16,0.0,0.0
8359,3,0.0,0,0,2.7,66.49,16,0.0,0.0
8360,4,0.0,0,0,2.8,63.46,16,0.0,0.0
8361,4,0.0,0,0,3.3,63.49,16,0.0,0.0
8362,5,2.814910324,24,103,3.9,66.02,17,3.190266767,1.501335012
8363,5,9.195373724,55,282,4.5,66.05,17,9.758248526000001,4.973117564
8364,6,16.889276300000002,64,477,5.2,64.57,18,15.29384175,14.63769458
8365,6,23.26966956,108,415,5.7,64.57,18,26.92812475,20.36118468
8366,7,32.65224192,126,519,6.2,61.05,19,22.98691819,35.37326208
8367,7,41.19016275,167,528,6.3,57.33,20,43.72157602,44.4741165
8368,8,40.72057888,269,275,6.4,51.82,21,50.38246401,53.48094462
8369,8,61.73697321,163,731,6.1,48.71,22,19.42095978,48.41379662
8370,9,60.23510807,307,449,5.9,42.13,23,67.83188196,51.69710989
8371,9,74.21409148,276,637,5.1,37.31,24,77.40152506,59.85981145
8372,10,68.39555402,394,388,4.4,28.92,26,83.21745211,64.64413278
8373,10,33.21229075,333,23,3.8,27.25,27,87.81458306,36.30954918
8374,11,57.32340839,493,126,3.3,24.38,28,91.5663364,26.55165235
8375,11,74.02319021,465,340,3.0,24.37,28,93.72414966,69.6159931
8376,12,82.09072167,522,367,2.8,23.56,29,64.92131989,65.20635472
8377,12,32.27338086,324,20,2.5,23.56,29,43.90632617,84.25223963
8378,13,31.52249058,313,25,2.4,24.48,30,42.78052293,59.20174076
8379,13,63.60858205,436,265,2.2,25.94,29,87.81361770000002,57.13765471
8380,14,59.85586334,452,213,2.1,26.58,29,69.33147807,71.77390124
8381,14,66.89294629,367,421,2.1,28.18,28,77.49449317,41.28217478
8382,15,2.908388969,31,0,2.1,29.11,28,37.3399616,49.16331724
8383,15,42.68811382,339,168,1.7,30.88,27,33.39956364,20.26579489
8384,16,2.626989729,28,0,1.4,34.42,26,31.52318366,30.68016171
8385,16,2.533196514,27,0,1.1,36.56,25,42.31283370000001,18.57718286
8386,17,0.750584996,8,0,0.8,44.4,24,33.96322435,29.27313663
8387,17,6.943063857,74,0,1.0,50.21,22,4.409638377,21.11066713
8388,18,14.91836876,96,237,1.3,61.2,21,1.03205437,15.01219498
8389,18,4.40988075,47,0,1.0,65.16,20,0.562951124,8.726030168
8390,19,1.5950807830000002,17,0,0.7,75.01,19,0.187652437,4.503856518
8391,19,0.0,0,0,0.7,79.94,18,0.0,0.0
8392,20,0.0,0,0,0.7,75.19,18,0.0,0.0
8393,20,0.0,0,0,1.3,80.13,17,0.0,0.0
8394,21,0.0,0,0,2.0,76.95,17,0.0,0.0
8395,21,0.0,0,0,2.5,76.91,16,0.0,0.0
8396,22,0.0,0,0,3.0,72.61,16,0.0,0.0
8397,22,0.0,0,0,3.7,77.42,16,0.0,0.0
8398,23,0.0,0,0,4.4,73.2,16,0.0,0.0
8399,23,0.0,0,0,4.7,73.18,16,0.0,0.0
8400,0,0.0,0,0,5.1,70.01,16,0.0,0.0
8401,0,0.0,0,0,4.9,69.99,16,0.0,0.0
8402,1,0.0,0,0,4.8,68.07,16,0.0,0.0
8403,1,0.0,0,0,4.5,72.62,15,0.0,0.0
8404,2,0.0,0,0,4.2,71.24,15,0.0,0.0
8405,2,0.0,0,0,3.9,71.24,15,0.0,0.0
8406,3,0.0,0,0,3.6,69.71,15,0.0,0.0
8407,3,0.0,0,0,3.2,74.44,14,0.0,0.0
8408,4,0.0,0,0,2.9,72.51,14,0.0,0.0
8409,4,0.0,0,0,2.8,67.93,15,0.0,0.0
